Point X,Point Y,Planting Site Id,Updated At,Updated By,Tree Id,Tree Present,Genus,Species,Cultivar,Other Part Of Name,Common Name,Diameter,Tree: Height,block_fips
-78.89805391,36.00505754,3090499,2020-05-26T14:28:26.768703+00:00,DanHickey,2748162,True,Betula,nigra,,,River birch,0.5,0-20,370630002002019
-78.87823176,35.98862431,3090932,2020-06-27T16:51:49.098588+00:00,Mbbankson,2748596,True,Acer,buergerianum,,,Trident maple,1.6,0-20,370630010012003
-78.90029222,36.00655796,3090523,2021-03-29T16:13:52.096546+00:00,DanHickey,,False,,,,,,,,370630002003027
-78.89808208,36.00664909,3090527,2019-05-24T15:38:21.220393+00:00,DanHickey,,False,,,,,,,,370630002003021
-78.9020289481,35.9944507829,3301467,2020-03-19T11:09:06.022634+00:00,DanHickey,2944915,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001000
-78.9016695321,35.994252218,3301470,2020-03-19T11:15:02.716820+00:00,DanHickey,2944918,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001000
-78.9023736119,35.994642837,3301473,2020-03-19T11:13:21.716765+00:00,DanHickey,2944912,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001000
-78.91454145,35.99932469,3090946,2021-04-28T16:26:19.896441+00:00,DanHickey,2748610,True,Ginkgo,biloba,,,Ginkgo,0.8,0-20,370630005002006
-78.9004290104,35.9935588646,3301475,2020-03-19T11:12:12.561172+00:00,DanHickey,2944925,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001008
-78.91456157,35.99837424,3091525,2020-05-26T14:28:42.364489+00:00,DanHickey,2749165,True,Acer,truncatum,,,Shantung Maple,0.5,0-20,370630005002006
-78.9007669687,35.9937552611,3301476,2020-03-19T11:11:17.100536+00:00,DanHickey,2944922,True,,,,,,4.0,0-20,370630023001008
-78.9005416632,35.9936228834,3301478,2020-03-19T11:11:54.837580+00:00,DanHickey,2944924,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001008
-78.9006543159,35.9936901573,3301480,2020-03-19T11:11:36.217442+00:00,DanHickey,2944923,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001008
-78.90597763,35.98455051,3235348,2020-03-30T19:32:40.825396+00:00,DanHickey,2874291,True,Lagerstroemia,,,,Common crapemyrtle,2.0,0-20,370630023001023
-78.91857147,35.99799123,3091530,2020-05-26T14:28:41.924532+00:00,DanHickey,2749170,True,Cercis,chinensis,,,Chinese redbud,0.5,0-20,370630005002007
-78.9008702338,35.9938138544,3301483,2020-03-19T11:16:01.442942+00:00,DanHickey,2944921,True,Ulmus,americana,,,American elm,4.0,0-20,370630023001008
-78.9190878,35.99793047,3091531,2020-05-26T14:26:39.926323+00:00,DanHickey,2749171,True,Cercis,chinensis,,,Chinese redbud,0.5,0-20,370630005002007
-78.92332971,36.01049382,3090957,2020-03-30T19:27:30.683287+00:00,DanHickey,2748621,True,Chionanthus,retusus,,,Chinese fringe tree,1.0,0-20,370630004021045
-78.90963745,36.01330609,3091225,2020-05-26T14:26:34.467497+00:00,DanHickey,2748873,True,Ginkgo,biloba,,,Ginkgo,0.5,0-20,370630003021012
-78.91931981,35.99781437,3091534,2020-05-26T14:28:42.144395+00:00,DanHickey,2749174,True,Cercis,chinensis,,,Chinese redbud,0.5,0-20,370630005002008
-78.91931713,35.997682,3091536,2020-05-26T14:28:41.702497+00:00,DanHickey,2749176,True,Cercis,chinensis,,,Chinese redbud,0.5,0-20,370630005002008
-78.92129374,35.99783325,3091545,2021-04-28T15:37:50.997222+00:00,DanHickey,2749185,True,Cladrastis,kentukea,,,Yellowwood,1.0,0-20,370630005002005
-78.90820849,36.01415486,3091237,2020-05-26T14:26:34.241463+00:00,DanHickey,2748885,True,Cercis,chinensis,,,Chinese redbud,0.8,0-20,370630003021013
-78.92308325,35.99777267,3091546,2020-05-26T14:26:41.475732+00:00,DanHickey,2749186,True,Pistacia,chinensis,,,Chinese pistache,0.8,0-20,370630005002009
-78.92290491,35.99776281,3091547,2020-05-26T14:34:25.541332+00:00,DanHickey,2749187,True,Pistacia,chinensis,,,Chinese pistache,0.8,0-20,370630005002009
-78.90822887,36.01541555,3091242,2020-03-30T19:32:35.969858+00:00,DanHickey,2748890,True,Cercis,canadensis,,,Eastern redbud,1.0,0-20,370630003021008
-78.90835628,36.0152767,3091243,2020-05-26T14:28:38.303919+00:00,DanHickey,2748891,True,Nyssa,sylvatica,,,Black Gum,0.8,0-20,370630003021009
-78.92613597,36.01055132,3090979,2020-05-26T14:32:45.894532+00:00,DanHickey,2748643,True,Acer,truncatum,,,Shantung Maple,0.5,0-20,370630004021055
-78.904214231,35.9956282778,3301497,2020-03-24T18:52:25.108370+00:00,DanHickey,2944960,True,Quercus,phellos,,,Willow oak,3.0,0-20,370630007001019
-78.91454291,35.99843821,3091561,2020-05-26T14:26:41.254600+00:00,DanHickey,2749201,True,Carpinus,caroliniana,,,American hornbeam,0.5,0-20,370630005002006
-78.91451114,35.99851437,3091562,2020-05-26T14:26:42.144462+00:00,DanHickey,2749202,True,Carpinus,caroliniana,,,American hornbeam,0.5,0-20,370630005002006
-78.92634183,36.01055783,3090984,2021-05-03T16:17:16.449758+00:00,DanHickey,,False,,,,,,,,370630004021055
-78.91430005,35.99912071,3091569,2020-05-26T14:34:25.207872+00:00,DanHickey,2749209,True,Carpinus,caroliniana,,,American hornbeam,0.5,0-20,370630005002006
-78.91426921,35.99921728,3091570,2020-05-26T14:30:41.058849+00:00,DanHickey,2749210,True,Carpinus,caroliniana,,,American hornbeam,0.5,0-20,370630005002006
-78.91490489,35.99812577,3091574,2020-05-26T14:27:38.436735+00:00,DanHickey,2749212,True,Chionanthus,retusus,,,Chinese fringe tree,0.5,0-20,370630005002012
-78.90863029,36.00441249,3301508,2020-03-30T20:03:46.636824+00:00,DanHickey,2936422,True,Ligustrum,,,,Privet,11.0,0-20,370630003023031
-78.87710586,36.02391639,3090600,2020-06-14T14:41:22.102604+00:00,fpfeiffer,2748264,True,Ginkgo,biloba,,,Ginkgo,0.8,0-20,370630001012000
-78.91520396,35.99946357,3091587,2020-03-30T19:27:31.899520+00:00,DanHickey,2749225,True,Pistacia,chinensis,,,Chinese pistache,1.0,0-20,370630005002005
-78.87720779,36.02408234,3090602,2021-07-15T15:40:28.351914+00:00,DanHickey,2748266,True,Ginkgo,biloba,,,Ginkgo,1.0,0-20,370630001012000
-78.9109486341,36.0115688861,2976199,2018-06-01T15:30:20.027146+00:00,AlexJohnson,,False,,,,,,,,370630003022006
-78.9282381535,35.9861540338,2976200,2017-10-11T15:42:05.642586+00:00,greg.yavelak.trees@gmail.com,,False,,,,,,,,370630006001003
-78.9083428681,36.0047006095,2534803,2018-07-27T16:51:20.648480+00:00,Dbh99999,,False,,,,,,,,370630003023027
-78.88250347,35.9852859,2589124,2018-06-01T14:59:42.833942+00:00,AlexJohnson,,False,,,,,,,,370630010013009
-78.87602687,35.98291956,3091328,2020-05-26T14:29:34.766087+00:00,DanHickey,2748976,True,Lagerstroemia,,,,Common crapemyrtle,2.0,0-20,370630010013006
-78.92561775,35.98447339,3090690,2020-03-30T19:27:32.637697+00:00,DanHickey,2748355,True,Acer,palmatum,,,Japanese maple,1.0,0-20,370630006001005
-78.92562765,35.98435796,3090691,2020-05-26T14:10:49.458790+00:00,DanHickey,2944521,True,Lagerstroemia,,,,Common crapemyrtle,0.5,0-20,370630006001005
-78.92563033,35.98430509,3090692,2020-05-26T14:31:27.195793+00:00,DanHickey,2748357,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630006001005
-78.92571527,35.98373939,3090695,2020-03-30T19:27:32.929048+00:00,DanHickey,2748360,True,Acer,buergerianum,,,Trident maple,1.0,0-20,370630006001005
-78.92589134,35.98363508,3090696,2020-06-01T11:49:46.031500+00:00,DanHickey,,False,,,,,,,,370630006001004
-78.92572358,35.98337921,3090698,2020-03-30T19:31:41.848009+00:00,DanHickey,2748363,True,Lagerstroemia,,,,Common crapemyrtle,3.0,0-20,370630006001005
-78.88308853,36.02120147,3094165,2020-05-26T14:30:36.203527+00:00,DanHickey,2751415,True,Quercus,bicolor,,,Swamp white oak,0.5,0-20,370630001011000
-78.88324201,36.02114165,3094166,2020-05-26T14:30:35.869233+00:00,DanHickey,2751416,True,Quercus,bicolor,,,Swamp white oak,0.5,0-20,370630001011000
-78.88383016,36.02091078,3094168,2020-05-26T14:30:34.881225+00:00,DanHickey,2751418,True,Quercus,bicolor,,,Swamp white oak,0.5,0-20,370630001011000
-78.88394549,36.02086522,3094169,2021-06-24T14:35:04.290640+00:00,DanHickey,2751419,True,Quercus,bicolor,,,Swamp white oak,2.0,0-20,370630001011000
-78.88362899,36.02112663,3094170,2021-06-24T16:06:26.052982+00:00,DanHickey,,False,,,,,,,,370630001012013
-78.88344124,36.0211993,3094171,2020-05-26T14:30:35.212636+00:00,DanHickey,2751421,True,Lagerstroemia,,,,Common crapemyrtle,0.5,0-20,370630001012013
-78.88401181,35.98729436,3091408,2020-03-30T19:31:42.129440+00:00,DanHickey,2749052,True,Acer,rubrum,,,Red maple,3.0,0-20,370630010012007
-78.88344193,35.98933095,3091414,2020-03-30T19:47:28.124992+00:00,DanHickey,2749058,True,Acer,rubrum,,,Red maple,5.0,0-20,370630010012009
-78.87845117,36.02605244,3094199,2020-06-14T15:10:21.556925+00:00,fpfeiffer,2751448,True,Quercus,lyrata,,,Overcup oak,0.5,0-20,370630001012000
-78.87836516,36.02639043,3094254,2020-05-26T14:29:30.618149+00:00,DanHickey,2751502,True,Quercus,bicolor,,,Swamp white oak,0.5,0-20,370630001012016
-78.87810802,36.02549871,3094211,2020-06-14T15:07:09.546856+00:00,fpfeiffer,2751460,True,Quercus,lyrata,,,Overcup oak,1.0,0-20,370630001012000
-78.87878007,36.02668254,3094261,2020-06-14T14:25:48.134878+00:00,fpfeiffer,2751509,True,Quercus,bicolor,,,Swamp white oak,0.5,0-20,370630001012016
-78.87893409,36.0267776,3094265,2020-11-20T13:22:12.683858+00:00,DanHickey,2751513,True,Prunus,yedoensis,,,Yoshino flowering cherry,0.5,0-20,370630001012000
-78.87760878,36.02544573,3094215,2020-06-14T15:07:39.136827+00:00,fpfeiffer,2751464,True,Cercis,canadensis,,,Eastern redbud,1.0,0-20,370630001012000
-78.92593962,35.98095427,3090807,2020-05-26T14:26:28.783826+00:00,DanHickey,2748472,True,Prunus,,,,Cherry,0.5,0-20,370630006001019
-78.88408902,35.9886829,3091464,2021-09-14T12:48:40.799505+00:00,DanHickey,2749108,True,Ulmus,parvifolia,,,Chinese elm,2.0,0-20,370630010012007
-78.92605281,35.9801614,3090819,2020-05-26T14:32:31.031187+00:00,DanHickey,2748484,True,Prunus,,,,Cherry,0.5,0-20,370630006001019
-78.91684574,35.99811054,3091472,2021-04-28T15:53:45.000233+00:00,DanHickey,2749116,True,Chionanthus,retusus,,,Chinese fringe tree,0.5,0-20,370630005002012
-78.91646795,35.99811818,3091476,2020-05-26T14:28:40.152013+00:00,DanHickey,2749120,True,Chionanthus,retusus,,,Chinese fringe tree,0.5,0-20,370630005002012
-78.92602667,35.97675376,3090839,2020-05-26T14:34:32.314541+00:00,DanHickey,2748502,True,Prunus,yedoensis,,,Yoshino flowering cherry,1.0,0-20,370630006001018
-78.92598331,35.97664853,3090841,2020-05-26T14:30:31.949342+00:00,DanHickey,2748504,True,Prunus,yedoensis,,,Yoshino flowering cherry,0.5,0-20,370630006001018
-78.8862552,36.01983418,3090866,2020-05-26T14:32:40.865654+00:00,DanHickey,2748529,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001011000
-78.87693554,35.99270166,3095985,2020-03-30T20:08:38.317969+00:00,DanHickey,2752911,True,Fraxinus,pennsylvanica,,,Green ash,13.0,,370630010023006
-78.88623667,36.01979739,3090867,2020-05-26T14:32:29.703031+00:00,DanHickey,2748530,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001011000
-78.93964559,35.96910205,3095988,2020-03-30T20:11:31.779689+00:00,DanHickey,2752914,True,Fraxinus,pennsylvanica,,,Green ash,15.0,,370630020151002
-78.88615251,36.01965498,3090869,2020-05-26T14:26:31.306015+00:00,DanHickey,2748532,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001011000
-78.9178256392,36.0179174879,3092692,2018-11-30T18:45:34.136638+00:00,AlexJohnson,,False,,,,,,,,370630003011020
-78.91809404,36.01562491,3092698,2019-05-15T18:51:12.384034+00:00,DanHickey,,False,,,,,,,,370630004013024
-78.91795859,36.01561732,3092699,2020-05-26T14:30:25.133814+00:00,DanHickey,2750025,True,Ulmus,alata,,,Winged elm,0.5,0-20,370630003012005
-78.91660309,36.01819894,3092711,2020-05-26T14:29:37.935471+00:00,DanHickey,2750037,True,Ostrya,virginiana,,,Eastern hophornbeam,0.5,0-20,370630003011019
-78.89743286,36.02142917,2535483,2020-06-28T00:40:04.859602+00:00,fpfeiffer,2250219,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001021018
-78.91223878,36.00598513,2534493,2020-05-26T14:27:25.137702+00:00,DanHickey,2836775,True,Ulmus,americana,,,American elm,1.0,0-20,370630003023020
-78.91561434,36.01428956,2534168,2020-05-26T14:32:48.920255+00:00,DanHickey,2831304,True,Parrotia,persica,,,Persian Ironwood,0.5,0-20,370630003012008
-78.87926504,35.9842528,3168482,2019-09-19T13:03:18.958849+00:00,DanHickey,2888027,True,Cercis,canadensis,,,Eastern redbud,0.5,0-20,370630010012014
-78.88043461,35.98451635,3301682,2020-03-30T19:40:33.134532+00:00,DanHickey,2936456,True,Acer,rubrum,,,Red maple,4.0,0-20,370630010012014
-78.88042307,35.98465677,3301683,2020-03-30T19:40:33.382862+00:00,DanHickey,2936457,True,Acer,rubrum,,,Red maple,4.0,0-20,370630010012014
-78.88041856,35.98398841,3168636,2019-09-19T13:22:25.133631+00:00,DanHickey,2887976,True,Acer,truncatum,,,Shantung Maple,0.5,0-20,370630010013007
-78.88192482,35.99153856,3301685,2020-03-30T20:03:47.116201+00:00,DanHickey,2936459,True,Lagerstroemia,,,,Common crapemyrtle,11.0,0-20,370630010011013
-78.8817985168,35.9917556292,3301686,2020-06-03T17:29:16.458115+00:00,DanHickey,2936460,True,Lagerstroemia,,,,Common crapemyrtle,13.0,0-20,370630010011012
-78.9262747765,36.0197284583,3096244,2018-12-06T19:49:42.076955+00:00,AlexJohnson,,False,,,,,,,,370630004012012
-78.9224231243,36.0214791525,3096245,2018-03-28T15:06:40.924938+00:00,greg.yavelak.trees@gmail.com,,False,,,,,,,,370630004012002
-78.91667938,36.01673244,3092795,2020-05-26T14:29:35.666475+00:00,DanHickey,2750119,True,Quercus,macrocarpa,,,Bur oak,0.5,0-20,370630003012004
-78.9168079535,36.0169545329,3092797,2021-04-27T12:46:55.587389+00:00,DanHickey,2750121,True,Acer,buergerianum,,,Trident maple,2.0,0-20,370630003012005
-78.9132520558,36.0152468967,3092833,2021-04-14T14:17:23.664841+00:00,DanHickey,2750157,True,Ginkgo,biloba,,,Ginkgo,1.0,0-20,370630003012002
-78.9144423604,35.9788632888,3236110,2019-04-26T12:29:19.697511+00:00,Dbh99999,,False,,,,,,,,370630007002028
-78.90854403,36.00232245,2589758,2020-03-30T19:32:41.675148+00:00,DanHickey,2304361,True,Ulmus,parvifolia,,,Chinese elm,2.0,0-20,370630022001012
-78.89133143,36.02037916,3093071,2020-05-26T14:34:42.827602+00:00,DanHickey,2750386,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001011006
-78.9010021817,36.0055693992,2590764,2021-10-07T13:21:16.332420+00:00,DanHickey,2305367,True,Lagerstroemia,,,,Common crapemyrtle,6.0,0-20,370630002003027
-78.9009089727,36.005567028,2590761,2021-10-07T13:21:02.345077+00:00,DanHickey,2305364,True,Lagerstroemia,,,,Common crapemyrtle,11.0,0-20,370630002003027
-78.914540112,36.0117543896,2830348,2018-07-19T17:50:36.154081+00:00,Dbh99999,,False,,,,,,,,370630003013004
-78.91836762,36.01357415,2958567,2021-05-03T13:06:40.921634+00:00,DanHickey,2635090,True,Betula,nigra,,,River birch,1.0,0-20,370630004021000
-78.9267361164,36.0196275807,2533950,2018-12-06T19:49:06.696537+00:00,AlexJohnson,,False,,,,,,,,370630004012015
-78.89597321,36.01822684,2535626,2020-03-30T20:27:45.984512+00:00,DanHickey,2250361,True,Quercus,nigra,,,Water oak,29.0,40-60,370630001021024
-78.90126988,36.00915079,3127489,2020-05-26T14:27:24.916018+00:00,DanHickey,2784341,True,Cladrastis,kentukea,,,Yellowwood,0.8,0-20,370630003023001
-78.9083388448,36.0142092868,3127462,2018-10-11T17:48:54.116197+00:00,Dbh99999,,False,,,,,,,,370630003021012
-78.90837467,36.01461089,3127463,2020-05-26T14:10:49.783246+00:00,DanHickey,2784310,True,Quercus,michauxii,,,Swamp chestnut oak,1.0,0-20,370630003021012
-78.92347991,35.98666623,3127493,2020-03-30T19:27:34.507155+00:00,DanHickey,2784345,True,Magnolia,,,,Magnolia,1.0,0-20,370630005004013
-78.92159867,35.99439674,3127495,2020-05-26T14:33:44.085740+00:00,DanHickey,2784347,True,Cladrastis,kentukea,,,Yellowwood,0.8,0-20,370630005003009
-78.90355211,35.99583069,2591072,2020-03-30T19:31:42.925762+00:00,DanHickey,2305675,True,Gymnocladus,dioicus,,,Kentucky coffeetree,3.0,0-20,370630022001059
-78.90982479,35.97498037,3127496,2020-05-26T14:34:50.520153+00:00,DanHickey,2784348,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630013041000
-78.89265195,36.02895442,3093368,2020-05-26T14:30:31.190264+00:00,DanHickey,2750670,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001011011
-78.90199576,35.99585564,2590882,2020-03-30T19:31:43.435784+00:00,DanHickey,2305484,True,Maclura,pomifera,,,Osage orange,3.0,0-20,370630022001061
-78.96538675,35.98256965,3127500,2020-05-26T14:30:39.688988+00:00,DanHickey,2784352,True,Cladrastis,kentukea,,,Yellowwood,0.8,0-20,370630020172001
-78.8981486,35.99438707,3127465,2020-03-30T19:31:43.691858+00:00,DanHickey,2784312,True,Maclura,pomifera,,,Osage orange,3.0,0-20,370630022001080
-78.90033782,36.00095758,3127501,2020-05-26T14:30:38.625435+00:00,DanHickey,2784353,True,Ulmus,americana,,,American elm,2.0,0-20,370630022001020
-78.9004696,36.00106304,3127502,2020-05-26T14:30:37.914638+00:00,DanHickey,2784354,True,Ulmus,americana,,,American elm,2.0,0-20,370630022001020
-78.90095353,36.00075275,3127510,2020-03-30T19:31:44.013919+00:00,DanHickey,2784362,True,Cornus,,,,Dogwood,3.0,0-20,370630022001020
-78.90919615,35.98803135,2554238,2017-10-11T14:50:40.517362+00:00,greg.yavelak.trees@gmail.com,,False,,,,,,,,370630007002001
-78.92918146,36.01334081,2533852,2020-03-30T19:32:42.161883+00:00,DanHickey,2248587,True,Liquidambar,styraciflua,,,Sweetgum,2.0,0-20,370630004021033
-78.92905355,36.01566071,2535687,2020-03-30T20:25:12.991216+00:00,DanHickey,2250422,True,Quercus,phellos,,,Willow oak,32.0,80+,370630004021009
-78.91893893,36.01722817,2534911,2020-03-30T20:26:14.151115+00:00,DanHickey,2249646,True,Quercus,phellos,,,Willow oak,34.0,60-80,370630004012021
-78.9035068452,36.0055815528,2534658,2021-03-16T17:53:59.299857+00:00,DanHickey,,False,,,,,,,,370630003023018
-78.87795746,35.98520559,2555618,2020-03-30T19:47:28.609948+00:00,DanHickey,2270308,True,Ulmus,parvifolia,,,Chinese elm,5.0,0-20,370630010012013
-78.91668454,35.98071391,2554714,2020-03-30T20:21:36.151157+00:00,DanHickey,2269404,True,Quercus,phellos,,,Willow oak,22.0,60-80,370630007003007
-78.9259452,35.98318361,2555489,2020-03-30T20:26:14.480102+00:00,DanHickey,2270179,True,Quercus,phellos,,,Willow oak,34.0,40-60,370630006001004
-78.920981437,36.0173198344,2534214,2018-12-07T18:21:31.143215+00:00,AlexJohnson,,False,,,,,,,,370630004012001
-78.89610189,36.00651064,2534509,2020-03-30T20:38:32.907339+00:00,DanHickey,2249244,True,Quercus,phellos,,,Willow oak,45.0,40-60,370630002003026
-78.9342302084,36.0171815302,2535178,2018-12-06T19:53:44.056931+00:00,AlexJohnson,,False,,,,,,,,370630004013015
-78.93427897,36.01701407,2535394,2021-10-19T11:33:59.017716+00:00,DanHickey,,False,,,,,,,,370630004013015
-78.91817451,36.01208092,2963294,2020-05-26T14:31:45.680515+00:00,DanHickey,2639767,True,Magnolia,,,,Magnolia,1.0,0-20,370630003013007
-78.90016884,36.00093588,3127527,2020-03-30T19:31:44.289241+00:00,DanHickey,2784379,True,Quercus,lyrata,,,Overcup oak,3.0,0-20,370630022001020
-78.90136912,36.00040533,3127530,2020-05-26T14:30:39.017433+00:00,DanHickey,2784382,True,Platanus,acerifolia,,,London planetree,2.0,0-20,370630022001020
-78.89454558,35.99658505,3090045,2020-05-26T14:29:24.681788+00:00,DanHickey,2747713,True,Quercus,macrocarpa,,,Bur oak,0.5,0-20,370630011001009
-78.89187813,35.99877623,3090026,2021-06-01T13:24:29.489669+00:00,DanHickey,2747694,True,Acer,buergerianum,,,Trident maple,1.0,0-20,370630009002019
-78.89187008,35.99889937,3090028,2021-06-01T13:24:55.544026+00:00,DanHickey,2747696,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630009002019
-78.8919984698,35.9985224551,3090029,2018-08-30T17:23:06.121432+00:00,Dbh99999,,False,,,,,,,,370630011001000
-78.9159442484,36.0133664076,3127820,2018-07-17T17:53:37.605736+00:00,Dbh99999,,False,,,,,,,,370630003013006
-78.91661212,36.01339678,3127821,2020-05-26T14:33:50.564756+00:00,DanHickey,2784668,True,Ulmus,alata,,,Winged elm,0.5,0-20,370630003013006
-78.89692789,36.01859605,3093729,2020-05-26T14:33:36.587978+00:00,DanHickey,2751015,True,Acer,buergerianum,,,Trident maple,1.0,0-20,370630001021017
-78.91838908,36.01346512,3127823,2021-05-03T13:06:04.800126+00:00,DanHickey,2784670,True,Quercus,bicolor,,,Swamp white oak,1.0,0-20,370630004021018
-78.8972868,36.01844958,3093731,2020-05-26T14:33:37.229544+00:00,DanHickey,2751017,True,Acer,buergerianum,,,Trident maple,1.0,0-20,370630001021017
-78.91821474,36.01363957,3127825,2020-05-26T14:31:27.419230+00:00,DanHickey,2784672,True,Betula,nigra,,,River birch,0.5,0-20,370630004021000
-78.91703323,36.01316464,3127827,2020-05-26T14:30:41.020890+00:00,DanHickey,2784674,True,Acer,buergerianum,,,Trident maple,1.0,0-20,370630003013007
-78.90144154,36.0214401,3093753,2020-05-26T14:30:33.202733+00:00,DanHickey,2751039,True,Acer,buergerianum,,,Trident maple,0.5,0-20,370630001021011
-78.9169380069,36.0145857048,3127836,2018-07-17T17:42:48.607235+00:00,Dbh99999,,False,,,,,,,,370630003012006
-78.9169406891,36.0145575006,3127837,2018-07-17T17:43:15.552028+00:00,Dbh99999,,False,,,,,,,,370630003012006
-78.91692594,36.01469635,3127839,2020-05-26T14:31:29.006363+00:00,DanHickey,2784687,True,Ostrya,virginiana,,,Eastern hophornbeam,0.5,0-20,370630003012006
-78.9170358472,36.0171477565,2975592,2021-07-08T19:22:52.180477+00:00,DanHickey,,False,,,,,,,,370630003011020
-78.91469264,36.01524451,2975595,2020-05-26T14:31:51.230590+00:00,DanHickey,2640742,True,Zelkova,serrata,,,Japanese zelkova,2.0,0-20,370630003012003
-78.9151141,36.01525284,2975598,2020-05-26T14:31:50.589300+00:00,DanHickey,2640745,True,Zelkova,serrata,,,Japanese zelkova,2.0,0-20,370630003012003
-78.9162755,36.01337617,2975602,2020-05-26T14:29:31.739171+00:00,DanHickey,2640750,True,Zelkova,serrata,,,Japanese zelkova,2.0,0-20,370630003013006
-78.91617358,36.01337183,2924140,2020-05-26T14:31:50.268635+00:00,DanHickey,2640751,True,Zelkova,serrata,,,Japanese zelkova,2.0,0-20,370630003013006
-78.91434163,36.01531359,3127867,2020-03-30T19:27:34.993262+00:00,DanHickey,2784715,True,Chionanthus,retusus,,,Chinese fringe tree,1.0,,370630003012002
-78.89248967,36.00710582,3090376,2020-05-26T14:28:25.197292+00:00,DanHickey,2748042,True,Quercus,lyrata,,,Overcup oak,1.0,0-20,370630002003023
-78.9158812821,36.0119232413,2924031,2021-04-21T14:06:46.407022+00:00,DanHickey,2600554,True,Celtis,,,,Hackberry,2.0,0-20,370630003013006
-78.91583562,36.01278821,2924037,2020-05-26T14:29:37.624328+00:00,DanHickey,2600558,True,Celtis,,,,Hackberry,0.5,0-20,370630003013006
-78.9156425,36.01388602,3127872,2020-05-26T14:30:50.801213+00:00,DanHickey,2784720,True,Parrotia,persica,,,Persian Ironwood,0.5,0-20,370630003012008
-78.90445876,35.98770747,3093880,2020-03-30T19:31:44.543372+00:00,DanHickey,2751151,True,Ulmus,americana,,,American elm,3.0,0-20,370630023001017
-78.89845893,36.01364628,2534092,2020-03-30T20:21:36.408160+00:00,DanHickey,2248827,True,Acer,rubrum,,,Red maple,22.0,60-80,370630003021018
-78.9021396,36.02241778,2534449,2021-06-08T12:52:06.892093+00:00,DanHickey,2249184,True,Quercus,virginiana,,,Live oak,25.0,40-60,370630001021011
-78.93138498,35.99554076,2537610,2020-03-30T20:20:13.346023+00:00,DanHickey,2252322,True,Quercus,phellos,,,Willow oak,26.0,60-80,370630006003002
-78.89187008,36.02356686,2535702,2020-03-30T20:27:46.266992+00:00,DanHickey,2250436,True,Quercus,nigra,,,Water oak,29.0,60-80,370630001011008
-78.89262781,36.02389578,2535474,2020-09-17T14:22:28.421709+00:00,DanHickey,,False,,,,,,,,370630001022029
-78.9018489,35.99577698,2590544,2020-03-30T19:57:30.753246+00:00,DanHickey,2305147,True,Pistacia,chinensis,,,Chinese pistache,7.0,0-20,370630022001061
-78.90432961,35.99631271,2590995,2021-09-10T16:09:27.648326+00:00,DanHickey,2305598,True,Acer,buergerianum,,,Trident maple,12.0,0-20,370630022001059
-78.91164601,35.97953532,2554458,2020-03-30T20:16:21.092411+00:00,DanHickey,2269148,True,Quercus,phellos,,,Willow oak,23.0,20-40,370630007002025
-78.90870094,36.00772745,2590068,2020-03-30T19:31:45.041076+00:00,DanHickey,2304671,True,Lagerstroemia,,,,Common crapemyrtle,3.0,0-20,370630003023007
-78.90582561,36.00669899,2591164,2020-03-30T19:31:45.561675+00:00,DanHickey,2305766,True,Acer,saccharum,,,Sugar maple,3.0,0-20,370630003023016
-78.90415996,36.01661529,2590264,2020-03-30T19:32:42.898406+00:00,DanHickey,2304867,True,Cornus,,,,Dogwood,2.0,0-20,370630003021005
-78.90705675,36.00669357,2589815,2020-03-30T19:47:28.853900+00:00,DanHickey,2304418,True,Carya,illinoinensis,,,Pecan,5.0,0-20,370630003023016
-78.9107649,36.00659484,2589327,2020-03-30T20:03:47.592925+00:00,DanHickey,2303931,True,Cercis,canadensis,,,Eastern redbud,11.0,20-40,370630003023019
-78.90547204,36.0131391,2589807,2021-06-15T15:07:49.653686+00:00,DanHickey,2304410,True,Acer,buergerianum,,,Trident maple,3.0,0-20,370630003021015
-78.91329691,36.01197678,2535614,2020-03-30T20:21:17.225232+00:00,DanHickey,2250349,True,Quercus,nigra,,,Water oak,28.0,40-60,370630003013002
-78.90189916,36.02241449,2535049,2021-06-08T12:52:47.272716+00:00,DanHickey,2249784,True,Quercus,virginiana,,,Live oak,34.0,60-80,370630001021011
-78.91339833,36.01066184,2535051,2020-03-30T20:26:15.820058+00:00,DanHickey,2249786,True,Quercus,phellos,,,Willow oak,34.0,60-80,370630003013011
-78.89270693,36.02496415,2534900,2020-03-30T20:32:51.055772+00:00,DanHickey,2249635,True,Quercus,phellos,,,Willow oak,35.0,80+,370630001011009
